Requirement_ID,Requirement_Text,Source,Section,Domain
REQ_01494,"Thanks to NC_TRAIN, the train knows the “Specific” SSP category it must consider.",SUBSET-026-6 v360.pdf,,
REQ_01495,"By receiving a list of static speed profile, thanks to NC_DIFF, the train can select the SSP it must obey.",SUBSET-026-6 v360.pdf,,
REQ_01496,Length of variable Minimum Value Maximum Value Resolution/formula  15 bits   Bitset  ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-6  3.6.0  13/05/2016  System Requirements Specification  Chapter 6 : Management of older System Versions  Page 27/46   Special/Reserved Values 000 0000 0000 0000 Train does not belong to any of  the “International” Train Category    xxx xxxx xxxx xxx1 Cant Deficiency 275 mm   xxx xxxx xxxx xx1x Cant Deficiency 80 mm   xxx xxxx xxxx x1xx Cant Deficiency 100 mm   xxx xxxx xxx 1xxx Cant Deficiency 130 mm   xxx xxxx xxx1 xxxx Cant Deficiency 150 mm   xxx xxxx xx1x xxxx Cant Deficiency 165 mm   xxx xxxx x1xx xxxx Cant Deficiency 180 mm   xxx xxxx 1xxx xxxx Cant Deficiency 225 mm   xxx xxx1 xxxx xxxx Cant Deficiency 300 mm   xxx xx1x xxxx xxxx Freight train braked in “P” position   xxx x1xx xxxx xxxx Freight train braked in “G” position   xxx 1xxx xxxx xxxx Passenger train   xx1 xxxx xxxx xxxx Cant Deficiency 245 mm   x1x xxxx xxxx xxxx Cant Deficiency 210 mm   1xx xxxx xxxx xxxx Spare  6.5.1.5.34.2 Table 7.5.1.92 (NID_OPERATIONAL) shall be replaced with:  Name Train Running Number  Description This is the operational train running number.,SUBSET-026-6 v360.pdf,,
REQ_01497,Length of variable Minimum Value Maximum Value Resolution/formula  32 bits 0 9999 9999 Binary Coded Decimal  Special/Reserved Values For each digit ;    Values A – E Spare   F Use value F for digit to indicate no digit (if number shorter than 8 digits)   FFFF FFFF Unknown  6.5.1.5.34.3 Table 7.5.1.107 (Q_EMERGENCYSTOP) shall be replaced with:  Name Qualifier for emergency stop acknowledgement  Description Qualifier to indicate whether the train has accepted or not a conditional emergency stop.,SUBSET-026-6 v360.pdf,,
REQ_01498,"For an unconditional emergency stop, it is set to “not relevant”  Length of variable Minimum Value Maximum Value Resolution/formula  2 bits     Special/Reserved Values 0 Conditional Emergency Stop accepted   1 Conditional Emergency Stop rejected   2 Not Relevant (Unconditional Emergency Stop)   3 Spare  6.5.1.5.35 Table 7.5.1.138 (Q_TEXTCONFIRM) shall be replaced with:  Name Qualifies the need / reaction of text confirmation  ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-6  3.6.0  13/05/2016  System Requirements Specification  Chapter 6 : Management of older System Versions  Page 28/46   Description   Length of variable Minimum Value  Maximum Value Resolution/formula  2 bits     Special/Reserved Values 00 No confirmation required    01 Continue display until confirmed   10 Apply service brake if not c onfirmed when end conditions reached   11 Spare  6.5.1.5.35.1 Added section 7.5.1.140.1 (Q_TRACKDEL) shall apply:  Name Track description deleted.",SUBSET-026-6 v360.pdf,,
REQ_01499,6.5.1.6 Exceptions to chapter 8  6.5.1.6.1 Clause 8.4.1.4.5 shall not apply.,SUBSET-026-6 v360.pdf,,
REQ_01500,6.5.1.6.2 Clause 8.4.1.4.8 shall be replaced with “Exception 8: A message transmitted by a  balise group can contain several packets 200 (Virtual Balise Cover marker).”  6.5.1.6.3 The table under clause 8.4.2.1 shall be replaced with:  ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-6  3.6.0  13/05/2016  System Requirements Specification  Chapter 6 : Management of older System Versions  Page 29/46   General Format of Balise Telegram  Field No.,SUBSET-026-6 v360.pdf,,
REQ_01501,"Packet 255 8 Finishing flag of the telegram  6.5.1.6.4 Clause 8.4.2.3 shall be replaced with “When used, the packet 200 shall be transmitted  as the first packet of the telegram (i.e.",SUBSET-026-6 v360.pdf,,
REQ_01502,it is appended to the header).”  6.5.1.6.5 The table under clause 8.4.4.4.1 shall be replaced with:  Track to Train message Mess.,SUBSET-026-6 v360.pdf,,
REQ_01503,"ID Optional packets  SR Authorisation 2 63  Movement Authority 3 21, 27, 49, 80, plus common optional packets  Request To Shorten MA 9 80  General Message 24 From RBC: 21, 27, plus common optional  packets  From RIU: 45, 254  SH authorised 28 49, plus common optional packets  MA with Shifted Location Reference 33 21, 27, 80, plus common optional packets    Infill MA 37 5, 21, 27, 39, 41, 44, 51, 65, 66, 68, 70, 71, 80,  138, 139, 206, 207, 239    6.5.1.6.6 The table under clause 8.4.4.4.1.1 shall be replaced with:   ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-6  3.6.0  13/05/2016  System Requirements Specification  Chapter 6 : Management of older System Versions  Page 30/46   Common optional packets  3, 5, 39, 51, 41, 42, 44, 45, 57, 58, 65, 66, 68, 70, 71, 72, 79, 131, 138, 139, 140, 203, 206, 207,  239  6.5.1.6.6.1 Clause 8.4.4.4.2 shall be replaced with: “The train to track message 136 (Train Position  Report) and 157 (SoM Position Report) may optionally include the following packets:  a) Packet 4 (Error Reporting),  b) Packet 44 (Data used by applications outside the ERTMS/ETCS system).”  6.5.1.6.6.2 Table 8.5.2 shall be replaced with:  Mes.",SUBSET-026-6 v360.pdf,,
REQ_01504,"Message Name Type Invariant Transmitted to 129 Validated Train Data N No RBC  130 Request for Shunting N No RBC  132 MA Request N No RBC  136 Train Position Report N No RBC, RIU  137 Request to shorten MA is granted N No RBC  138 Request to shorten MA is rejected N No RBC  146 Acknowledgement N No RBC, RIU  147 Acknowledgement of Emergency Stop N No RBC  149 Track Ahead Free Granted N No RBC  150 End of Mission N No RBC  153 Radio infill request N No RIU  154 No compatible version supported N Yes RBC, RIU  155 Initiation of a communication session N Yes RBC, RIU  156 Termination of a communication session N Yes RBC, RIU  157 SoM Position Report N No RBC  159 Session Established N No RBC, RIU  6.5.1.6.6.3 Table 8.6.3 (Message 132: MA Request) shall be replaced with:  Field  No.",SUBSET-026-6 v360.pdf,,
REQ_01505,VARIABLE/  PACKET  Remarks  1  NID_MESSAGE   2  L_MESSAGE   3  T_TRAIN   4  NID_ENGINE   5  Q_TRACKDEL   6  Packet 0 or 1   7  Optional packets   6.5.1.6.6.4 Section 8.6.16 (Message 158: Text Message Acknowledged by Driver) shall not apply.,SUBSET-026-6 v360.pdf,,
REQ_01506,ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-6  3.6.0  13/05/2016  System Requirements Specification  Chapter 6 : Management of older System Versions  Page 31/46   6.5.1.6.6.5 Table 8.6.17 (Message 159: Session established) shall be replaced with:  Field  No.,SUBSET-026-6 v360.pdf,,
REQ_01507,VARIABLE/  PACKET  Remarks  1  NID_MESSAGE   2  L_MESSAGE   3  T_TRAIN   4  NID_ENGINE   5  Packet 3   6.5.1.6.7 Table 8.7.6 (Message 15: Conditional Emergency Stop) shall be replaced with:  Field  No.,SUBSET-026-6 v360.pdf,,
REQ_01508,6.5.1.6.8 Table 8.7.14 (Message 34: Track Ahead Free Request) shall be replaced with:    Field  No.,SUBSET-026-6 v360.pdf,,
REQ_01509,"6.5.1.7 Additional requirements  ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-6  3.6.0  13/05/2016  System Requirements Specification  Chapter 6 : Management of older System Versions  Page 32/46   6.5.1.7.1 Any balise telegram, which includes the packet 2, the packet 6, the packet 135, the  packet 145, the packet 200, the packet 203, the packet 206, the packet 207 or the  packet 239, shall be marked with the system version number 1.1.",SUBSET-026-6 v360.pdf,,
REQ_01510,"6.5.1.7.2 An RBC that uses the packet 203, the packet 206, the packet 207 or the packet 239  shall transmit a system version number equal to 1.1, when negotiating the  establishment of the communication session.",SUBSET-026-6 v360.pdf,,
REQ_01511,"6.5.1.7.3 Any message transmitted by loop, which includes the packet 206, the packet 207 or the  packet 239, shall be marked with the system version number 1.1.",SUBSET-026-6 v360.pdf,,
REQ_01512,"6.5.1.7.4 An RIU that uses the packet 206, the packet 207 or the packet 239 shall transmit a  system version number equal to 1.1, when negotiating the establishment of the  communication session.",SUBSET-026-6 v360.pdf,,
REQ_01513,6.5.1.7.5 A balise group or RBC message including the packet 203 shall also include the packet  3 (i.e.,SUBSET-026-6 v360.pdf,,
REQ_01514,"6.5.1.7.6 In the packet 70, the use of the value “00” of the variable Q_SUITABILITY shall be  forbidden.",SUBSET-026-6 v360.pdf,,
REQ_01515,"6.5.2.1.2 Within a trackside infrastructure operated with the system version number X = 2, it shall  be allowed to use the following values of M_VERSION: 1.0, 1.1, 2.0 and 2.1  6.5.2.2 Exceptions to chapter 3, 4, 5  6.5.2.2.1 For RBCs certified to the system version number 2.0 and for RBCs certified to the  system version number 2.1 handing over a train fitted with an on-board equipment  whose highest supported system version number X.Y is only 2.0, the bullet “The  system versions supported by the on-board equipment” in clause 3.15.1.2.1 b) shall not  apply.",SUBSET-026-6 v360.pdf,,
REQ_01516,"6.5.2.3 Exceptions to chapter 7, 8  6.5.2.3.1 For the balise telegrams/loop messages marked with the system version number 1.0 or  1.1 and for messages transmitted by RIUs certified to the system version number 1.0  or 1.1, the exceptions listed in sections 6.5.1.5 and 6.5.1.6 shall apply by analogy.",SUBSET-026-6 v360.pdf,,
REQ_01517,"ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-6  3.6.0  13/05/2016  System Requirements Specification  Chapter 6 : Management of older System Versions  Page 33/46   6.5.2.3.2 For RBCs/RIUs certified to the system  version number 2.0, the following exceptions  shall apply:  6.5.2.3.2.1 The table 7.4.1.2 shall be replaced with:  Packet  Number  Packet Name Page N°  0 Position Report   1 Position Report based on two balise groups   3 On-board telephone numbers   4 Error Reporting   5 Train running number   9 Level 2/3 transition information   11 Validated train data   44 Data used by applications outside the ERTMS/ETCS system.",SUBSET-026-6 v360.pdf,,
REQ_01518,6.5.2.3.2.2 The clauses 6.5.1.5.25.1 and 6.5.1.6.6.5 shall apply.,SUBSET-026-6 v360.pdf,,
REQ_01519,"6.5.2.3.3 For RBCs/RIUs certified to the system  version number 2.1, the following exceptions  shall apply:  6.5.2.3.3.1 The table 7.4.1.2 shall be replaced with:  Packet  Number  Packet Name Page N°  0 Position Report   1 Position Report based on two balise groups   2 On-board supported system versions    3 On-board telephone numbers {1}   4 Error Reporting   5 Train running number   9 Level 2/3 transition information   11 Validated train data   44 Data used by applications outside the ERTMS/ETCS system.",SUBSET-026-6 v360.pdf,,
REQ_01520,6.5.2.3.3.2 The clause 6.5.1.5.25.1 shall apply.,SUBSET-026-6 v360.pdf,,
REQ_01521,6.5.2.3.3.3 The table 8.6.17 (Message 159: Session established) shall be replaced with:  Field  No.,SUBSET-026-6 v360.pdf,,
REQ_01522,"VARIABLE/  PACKET  Remarks  1  NID_MESSAGE   2  L_MESSAGE   3  T_TRAIN   ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-6  3.6.0  13/05/2016  System Requirements Specification  Chapter 6 : Management of older System Versions  Page 34/46   4  NID_ENGINE   5  Packet 2 or 3   ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-6  3.6.0  13/05/2016  System Requirements Specification  Chapter 6 : Management of older System Versions  Page 35/46   6.6 On-board requirements in relation to older system versions  6.6.1 Introduction  6.6.1.1 This section covers the following situations:  a) Train is running on a trackside infrastructure operated with system version number X  = 1  b) Train is running on a trackside infrastructure operated with system version number X  = 2, but still transmitting some balise/loop/RIU information related to system version  number X = 1 (see section 6.5.2)  c) Train is running on a trackside infrastructure operated with system version number X  = 2, but on-board equipment has established a communication session with a  neighbouring RBC certified to system version number X = 1  d) Train is running on a trackside infrastructure operated with system version number X  = 1 or 2 and the on-board equipment has established a communication session with  a RBC/RIU certified to system version number X.Y = 2.0  6.6.2 Specific requirements for on-board  operating with system version number  X = 1  6.6.2.1 Exceptions to chapter 3  6.6.2.1.1 Clause 3.12.3.4.7.2 shall be replaced with: “If the driver acknowledges before the end  condition is fulfilled, the on-board equipment shall consider the driver  acknowledgement as always ending the text display, regardless of the end condition  defined in 3.12.3.4.3.1”.",SUBSET-026-6 v360.pdf,,
REQ_01523,6.6.2.2 Exceptions to chapter 4  6.6.2.2.1 Clause 4.4.11.1.3 d) shall be replaced with: “balise groups giving the order ‘stop if in  SR’.,SUBSET-026-6 v360.pdf,,
REQ_01524,This order shall immediately trip the train.”  6.6.2.2.2 Condition [54] in table 4.6.3 shall be replaced with: “(reception of information “stop if in  Staff Responsible”) AND (override is not active)”.,SUBSET-026-6 v360.pdf,,
REQ_01525,"6.6.2.3 Exceptions to chapter 5  6.6.2.3.1 Void  6.6.2.4 Exceptions to chapter 7, 8  6.6.2.4.1 Void  6.6.3 Handling of air gap data related to system version number X = 1  6.6.3.1 General  ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-6  3.6.0  13/05/2016  System Requirements Specification  Chapter 6 : Management of older System Versions  Page 36/46   6.6.3.1.1 For information received from trackside, the message consistency check shall be  achieved taking into account the exceptions to chapters 7 and 8, as described in  sections 6.5.1.5 and 6.5.1.6.",SUBSET-026-6 v360.pdf,,
REQ_01526,"6.6.3.1.2 For information received from tra ckside, the ERTMS/ETCS on-board equipment shall  use the translation tables defined here below, in order to use the information as if it had  been elaborated in compliance with the current chapters 7 and 8.",SUBSET-026-6 v360.pdf,,
REQ_01527,"6.6.3.2.2 When a level transition or an RBC/RBC handover is announced, the information stored  on-board in the transition buffer shall be translated according to system version  operated on-board at the time the information is released from the transition buffer (i.e.",SUBSET-026-6 v360.pdf,,
REQ_01528,"U U  45 Radio Network registration U U  46 Conditional Level Transition Order U U  49 List of balises for SH Area U U  51 Axle load Speed Profile T [4][5] T [4][5]  57 Movement Authority Request Parameters U U  58 Position Report Parameters U U  63 List of Balises in SR Authority U U  65 Temporary Speed Restriction U U  66 Temporary Speed Restriction Revocation U U  67 Track Condition Big Metal Masses U U  68 Track Condition U [8] [9] U [8] [9]  70 Route Suitability Data R [11] [12] R [11] [12]  71 Adhesion Factor U U  72 Packet for sending plain text messages U [6] U [6]  76 Packet for sending fixed text messages R R  79 Geographical Position Information U [14] U [14]  80 Mode profile T [7] T [7]  90 Track Ahead Free up to level 2/3 transition location U U  131 RBC transition order U U  132 Danger for Shunting information U U  133 Radio infill area information U U  134 EOLM Packet U U  135 Stop Shunting on desk opening U U  136 Infill location reference U U  ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-6  3.6.0  13/05/2016  System Requirements Specification  Chapter 6 : Management of older System Versions  Page 38/46   Received information Action  Packet  Number  Packet Name Operated  system version  number X = 1  Operated  system version  number X = 2  137 Stop if in Staff Responsible U U  138 Reversing area information U U  139 Reversing supervision information  U U  140 Train running number from RBC T [10] T [10]  141 Default Gradient for Temporary Speed Restriction U U  145 Inhibition of balise group message consistency  reaction  U U  200 Virtual Balise Cover marker T [15] T [15]  203 National Values for braking curves T [16] T [16]  206 Track Condition T [17] T [17]  207 Route Suitability Data T [18] T [18]  239 Track Condition Change of traction system T [19] T [19]  254 Default balise, loop or RIU information U U      [1a]  The National Values Q_NVLOCACC, V_NVLIMSUPERV (introduced in system version number X = 2)  shall be set to their respective default value  [1b] The National Values Q_NVLOCACC, V_NVLIMSUPERV (introduced in system version number X = 2), if  already stored on-board and applicable, shall not be affect ed by the content of the packet 3 (i.e.",SUBSET-026-6 v360.pdf,,
REQ_01529,"if these  National Values were already applicable and 2 nd bullet of clause 3.18.2.5 is not  applied, they shall remain  applicable with their country identifier(s) previously stored).",SUBSET-026-6 v360.pdf,,
REQ_01530,"[2] If the packet 203 is not received in the same message, the National Values for braking curves  Q_NVGUIPERM, Q_NVSBFBPERM, Q_NVINHSMIC PERM, M_NVAVADH, M_NVEBCL, A_NVP12,  A_NVP23, V_NVKVINT, M_NVKVINT , L_NVKRINT, M_NVKRINT, M_ NVKTINT, A_NVMAXREDADH1,  A_NVMAXREDADH2, A_NVMAXREDADH3 (introduced in system version number X.Y = 1.1), if already  stored on-board and applicable, shall not be affected by t he content of the packet 3 (i.e.",SUBSET-026-6 v360.pdf,,
REQ_01531,"if the National  Values for braking curves were already applicable and 2 nd bullet of clause 3.18.2.5 is  not applied, they shall  remain applicable with their country identifier(s) previously stored).",SUBSET-026-6 v360.pdf,,
REQ_01532,"[3] Exception: if N_ITER (following Q_FRONT)  0, the variables Q_DIFF, NC_CDDIFF (introduced in  system version number X = 2) and NC_DIFF (as specifi ed in system version number X = 2) shall be set  according to the following table:  Value received  from X = 1 trackside  Translated values on-board  NC_DIFF Q_DIFF NC_CDDIFF NC_DIFF  0 0 9 -  ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-6  3.6.0  13/05/2016  System Requirements Specification  Chapter 6 : Management of older System Versions  Page 39/46   1 0 0 -  2 0 1 -  3 0 2 -  4 0 3 -  5 0 4 -  6 0 5 -  7 0 7 -  8 0 10 -  9 1 - 0  10 1 - 1  11 1 - 2  12 0 8 -  13 0 6 -    [4] If Q_TRACKINIT = 1, D_TRACKINIT (introduced in system version number X = 2) shall be set to 0  [5] The variable M_AXLELOADCAT (introduced in system version number X = 2) shall be set according to  the following table:  Value received from X = 1  trackside  Translated value  on-board  M_AXLELOAD M_AXLELOADCAT  M_AXLELOAD ≤ 16 t A  16 t < M_AXLELOAD ≤ 17 t HS17  17 t < M_AXLELOAD ≤ 18 t B1  18 t < M_AXLELOAD ≤ 20 t C2  20 t < M_AXLELOAD ≤ 22.5 t D2  22.5 t < M_AXLELOAD ≤ 40 t  or M_AXLELOAD = “Axle load  above 40 t”  E4    [6] Exception: if Q_TEXTCONFIRM  0, then Q_CONFTEXTDISPLAY and Q_TEXTREPORT (introduced in  system version number X = 2) shall be set to 0  [7] The variable Q_MAMODE (introduced in system version number X = 2) shall be set to 1  [8] Exception: If the packet 206 is not received in the same message and if M_TRACKCOND = 1 or 2, then  M_TRACKCOND (modified in system version number X = 2) shall be set to 0  [9] Exception: If the packet 206 is received in the same message, the ERTMS/ETCS on-board shall ignore  the packet 68.",SUBSET-026-6 v360.pdf,,
REQ_01533,"ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-6  3.6.0  13/05/2016  System Requirements Specification  Chapter 6 : Management of older System Versions  Page 40/46   [10] Within the 8 digits of the variable NID_OPERATIO NAL (as specified in system version X = 1), any digit  coded as ""F"" shall be rightmost shifted, in order to  obtain a variable NID_OPERATIONAL (as specified in  system version X = 2) made of the significant digits leftmost adjusted followed by digits coded as ""F"".",SUBSET-026-6 v360.pdf,,
REQ_01534,"[11] Exception: If the packet 207 is  not received in the same message and if Q_TRACKINIT = 1, the packet  shall not be rejected.",SUBSET-026-6 v360.pdf,,
REQ_01535,"[12] Exception: If the packet 207 is not received in the same message and if  the value “10” of the variable  Q_SUITABILITY is used with M_TRACTION equal to one of the values that are listed in the translation table  [13], the variables M_VOLTAGE and NID_CTRACTION (introduced in system version X.Y = 1.1) shall be set  according to the translation table [13].",SUBSET-026-6 v360.pdf,,
REQ_01536,"The ERTMS/ ETCS on-board shall ignore any other route suitability  information not related to the traction system  [13] If the packet 239 is received in the same message or  if M_TRACTION is not equal to one of the values  that are listed here below, the ERTMS/ETCS on-board shall ignore the packet 39.",SUBSET-026-6 v360.pdf,,
REQ_01537,"If the packet 239 is not  received in the same message and if M_TRACTION is equal  to one of the values that are listed here below  the variables M_VOLTAGE and NID_CTRACTION shall be set according to the following table:  Value received  from X = 1 trackside  Translated values on-board  M_TRACTION M_VOLTAGE NID_CTRACTION  0 0 -  1 3 10  2 1 12  3 1 13  5 4 14  6 4 1  7 1 2  8 1 3  11 2 19  12 2 20  13 2 21  15 2 22  26 1 11  31 1 18  32 3 15  33 3 16  34 1 17  41 2 4  42 2 5  43 2 6  ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-6  3.6.0  13/05/2016  System Requirements Specification  Chapter 6 : Management of older System Versions  Page 41/46   44 2 7  45 2 8  46 2 9    [14] Exception: if M_POSITION = 1’048’575, then M_POSITION (modified in system version number X = 2)  shall be set to 16’777’215  [15] The variable NID_PACKET shall be set to 0  and both the variables Q_DIR and L_PACKET shall be  deleted  [16] The National Values included in the packet 203 shall be appended to the packet 3 received in the same  message, in order to form a single set of National Val ues, to which apply the distance to start of validity and  the list of national area identifiers given in the packet 3.",SUBSET-026-6 v360.pdf,,
REQ_01538,[17] The variable NID_PACKET shall be set to 68.,SUBSET-026-6 v360.pdf,,
REQ_01539,"[18] The variable NID_PACKET shall be set to 70  [19] The variable NID_PACKET shall be set to 39  6.6.3.3 Messages received from RBC/RIU  6.6.3.3.1 This section applies for the parts of radio messages, excluding the packets  themselves, which are received from an RB C/RIU certified to the system version  number X = 1.",SUBSET-026-6 v360.pdf,,
REQ_01540,"6.6.3.3.2 Depending on the received message, the action can be:  a) data is unchanged,  b) data is rejected  c) data is translated,  d) not relevant    R = Rejected T = Translated U = Unchanged NR = Not relevant    Messag e  Number  Message Name Action  2 SR Authorisation U  3 Movement Authority U  6 Recognition of exit from TRIP mode U  8 Acknowledgement of Train Data U  9 Request to Shorten MA U  15 Conditional Emergency Stop T [1]  ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-6  3.6.0  13/05/2016  System Requirements Specification  Chapter 6 : Management of older System Versions  Page 42/46   Messag e  Number  Message Name Action  16 Unconditional Emergency Stop U  18 Revocation of Emergency Stop U  24 General message U  27 SH Refused U  28 SH Authorised U  33 MA with Shifted Location Reference U  34 Track Ahead Free Request T [1]  37 Infill MA U  40 Train Rejected U [2]  32 RBC/RIU system version U  39 Acknowledgement of termi nation of a communication  session  U  41 Train Accepted U [2]  43 SoM position report confirmed by RBC U  45 Assignment of coordinate system U  [1] Variable D_REF (introduced in system version number X = 2) shall be set to 0  [2] Exception: if the variable NID_LRBG ≠ 16777215, it shall be set to 16777215, i.e.",SUBSET-026-6 v360.pdf,,
REQ_01541,the message shall be  considered as having been received with NID_LRBG = 16777215.,SUBSET-026-6 v360.pdf,,
REQ_01542,"6.6.3.4.1.1 Clause 3.5.3.7 d) 1 st bullet shall be replaced with: “If one of its supported system  versions is compatible with the one sent by trackside, it shall send a session  established report, including its telephone numbers, to the trackside.”  6.6.3.4.1.2 Clause 3.12.3.5.2 shall not apply.",SUBSET-026-6 v360.pdf,,
REQ_01543,"6.6.3.4.2 Clause 3.18.4.5.4 shall be replaced with: “Only if valid Train Data is available: following  any entry/modification of the train runni ng number when a communication session is  already established or following the successful establishment of a communication  session when valid train running number is already available, the ERTMS/ETCS on- board equipment shall send the Train Data to the RBC.",SUBSET-026-6 v360.pdf,,
REQ_01544,"ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-6  3.6.0  13/05/2016  System Requirements Specification  Chapter 6 : Management of older System Versions  Page 43/46   6.6.3.4.3 Clause 3.18.4.5.4.1 shall be replaced with: “Exception: if the train running number has  been received from the RBC, the Train Data shall not be sent back to the RBC by the  ERTMS/ETCS on-board equipment.",SUBSET-026-6 v360.pdf,,
REQ_01545,"6.6.3.4.4 The ERTMS/ETCS on-board equipment shall elaborate the information to be  transmitted to the RBC/RIU certified to system version number X = 1, by applying the  following translation table to the corresponding information intended for an RBC/RIU  certified to the system version number X.Y = 2.1.",SUBSET-026-6 v360.pdf,,
REQ_01546,"no corresponding requirement to trigger the sending is applicable)    D = Deleted T = Translated U = Unchanged NR = Not relevant    Mess  nbpck nb  Message name/packet name  Action  XXX0 Position Report U [1]  XXX1 Position Report based on two balise groups U [1]  1592 On-board supported system versions T[6]  XXX4 Error Reporting U [2]  XXX5 Train Running Number NR  1329 Level 2/3 transition information U  12911 Validated Train Data (packet) T [3]  129 Validated Train Data (message) U  130 Request for Shunting U  132 MA Request T [4]  136 Train Position Report U  137 Request to shorten MA is granted U  138 Request to shorten MA is rejected U  146 Acknowledgement U  147 Acknowledgement of Emergency Stop T [5]  149 Track Ahead Free Granted U  150 End of Mission U  ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-6  3.6.0  13/05/2016  System Requirements Specification  Chapter 6 : Management of older System Versions  Page 44/46   Mess  nbpck nb  Message name/packet name  Action  153 Radio infill request U  154 No compatible version supported U  155 Initiation of a communication session U  156 Termination of a communication session U  157 SoM Position Report U  158 Text message acknowledged by driver NR  159 Session Established U    [1] Exception: if M_MODE (X=2) = 15 (PS), then M_MODE (X=1) = 3 (SH)  Note: if M_MODE (X=2) = 12 (LS), no translation is effected  [2] Exceptions: if M_ERROR (X=2) = 6, then M_ERROR (X=1) = 7; if M_ERROR (X=2) = 7 or 8, then the  packet shall be deleted  [3] the packet 11 shall be translated as follows:   Description Validated train data.",SUBSET-026-6 v360.pdf,,
REQ_01547,"Transmitted to RBC  Content Variable Length Comment   NID_PACKET 8    L_PACKET 13    NID_OPERATIONAL 32 See translation [3a]   NC_TRAIN 15 See translation [3b]   L_TRAIN 12    V_MAXTRAIN 7    M_LOADINGGAUGE 8 See translation [3c]   M_AXLELOAD 7 See translation [3d]   M_AIRTIGHT 2    N_ITER 5 See translation [3e]   N_ITER 5    NID_NTC (k) 8 Type of National System available    [3a] NID_OPERATIONAL shall be set to the value stored on-board  [3b] NC_TRAIN shall be set according to the following table:  Value stored on- board  Transmitted value to X=1 RBC  NC_CDTRAIN NC_TRAIN  ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-6  3.6.0  13/05/2016  System Requirements Specification  Chapter 6 : Management of older System Versions  Page 45/46   0 xxx xxxx xxxx xx1x  1 xxx xxxx xxxx x1xx  2 xxx xxxx xxxx 1xxx  3 xxx xxxx xxx1 xxxx  4 xxx xxxx xx1x xxxx  5 xxx xxxx x1xx xxxx  6 x1x xxxx xxxx xxxx  7 xxx xxxx 1xxx xxxx  8 xx1 xxxx xxxx xxxx  9 xxx xxxx xxxx xxx1  10 xxx xxx1 xxxx xxxx  NC_TRAIN   000 0000 0000 0000 No bit is set to 1  xxx xxxx xxxx xxx1 xxx xx1x xxxx xxxx  xxx xxxx xxxx xx1x xxx x1xx xxxx xxxx  xxx xxxx xxxx x1xx xxx 1xxx xxxx xxxx  Other values No bit is set to 1    [3c] M_LOADINGGAUGE shall be set to 0  [3d] M_AXLELOAD shall be set according to the following table:  Value stored on- board  Transmitted value to X=1  RBC  A 16 t  HS17 17 t  B1 18 t  B2 18 t  C2 20 t  C3 20 t  C4 20 t  D2 22,5 t  D3 22,5 t  D4 22,5 t  D4xL 22,5 t  E4 25 t  ERA * UNISIG * EEIG ERTMS USERS GROUP    SUBSET-026-6  3.6.0  13/05/2016  System Requirements Specification  Chapter 6 : Management of older System Versions  Page 46/46   E5 25 t    [3e] N_ITER shall be set to 0  [4] Q_MARQSTREASON shall be replaced with Q_TRACKD EL (1 bit) as follows: if Q_MARQSTREASON =  x1xxx, Q_TRACKDEL shall be set to 1, otherwise Q_TRACKDEL shall be set to 0  [5] The variable Q_EMERGENCYSTOP (modified in system version number X = 2) shall be set according to  the following table:  Value that would be  transmitted  to X=2 RBC  Transmitted value to X=1  RBC  Q_EMERGENCYSTOP Q_EMERGENCYSTOP  0 0  1 0  2 2  3 1    [6] the packet 2 shall be replaced with the following packet numbered as 3:  Description Telephone numbers associated to the onboard equipment  Transmitted to RBC, RIU  Content Variable Length Comment   NID_PACKET 8 =3   L_PACKET 13    N_ITER 5    NID_RADIO (k) 64   6.6.4 Handling of air gap data relate d to system version number X.Y = 2.0  6.6.4.1 Messages transmitted to RBC/RIU  6.6.4.1.1 This section applies for radio messages/packets, which are transmitted to an RBC or  an RIU certified to the system version number X.Y = 2.0.",SUBSET-026-6 v360.pdf,,
REQ_01548,6.6.4.1.2 The clause 6.6.3.4.1.1 and the translation [6] referred to in clause 6.6.3.4.5 shall apply.,SUBSET-026-6 v360.pdf,,
REQ_01549,7.3.2.7 Signed values shall be encoded as 2’s complement.,SUBSET-026-7 v360.pdf,,
