Requirement_ID,Requirement_Text,Source,Section,Domain,Suggested_Category,Final_Category
REQ_01108,"If the driver chooses to do so, then the process shall go to the procedure “Shunting initiated by driver” and, if the position is still invalid, the ERTMS/ETCS on -board shall delete the train position data (new status: “unknown”).",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01109,"If, in level 2 or 3, the RBC rejects the request for Shunting, the process shall go back to S20.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01110,"If the driver chooses to do so:  if the level is 0, then the process shall go to S23.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01111," if the level is NTC, then the process shall go to S22.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01112," if the level is 1, then the process shall go to S24.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01113," if the level is 2/3 and a session is open, then the process shall go to S21.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01114," if the level is 2/3 and no session is open, then the process shall go to S24.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01115,"If the driver chooses to do so:  If the level is 2/3, then the process shall go to S3.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01116," If the level is 0/1/NTC, then the driver shall only have the possibility to modify the Radio Network ID.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01118,Step 3 - The RBC shall request to terminate the communication session.,SUBSET-026-5 v360.pdf,,,Review,Functional
REQ_01122,"5.5.4.1.2 Level 2,3 : In case no communication session is open, no communication session shall be established to report the end of mission.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01123,When the driver selects Shunting (E015) the process shall go to D020.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01124,"D020 If the current ETCS Level of operation is 0 or 1, the process shall go to A050.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01125,"If the current ETCS Level of operation is 2 or 3, the process shall go to A045.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01126,"If the current ETCS Level of operation is NTC, the process shall go to D030 D030 If there is an ongoing National Trip procedure reported by the STM, the process shall go to A030 Otherwise the process shall go to A050 A030 The process shall go to the “Train trip"" procedure A045 The ERTMS/ETCS on -board equipment shall send the “Request for Shunting” message to the RBC together with a position report (with special value “position unknown” if the position is not known) The process shall go to S050.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01127,"If SH authorised is received from the RBC (optionally with a list of balise groups for SH area, which the train can pass when the ERTMS/ETCS onboard equipment is in shunting mode) (E090), the process shall go to A050.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01128,"If “SH refused” is received from the RBC (E215), the process shall go to A220.",SUBSET-026-5 v360.pdf,,,Functional,Functional
REQ_01130,Any previous list of balise groups for SH area shall be deleted or replaced by a new list of balise groups for SH area.,SUBSET-026-5 v360.pdf,,,Review,Functional
REQ_01131,The process shall go to D040.,SUBSET-026-5 v360.pdf,,,Functional,Functional
REQ_01132,"D040 If there is an ongoing mission, the process shall go to A100.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01133,"If there is no ongoing mission, the process shall go to D080.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01134,"A100 The process shall go to the “End of Mission"" procedure D080 If the current ETCS Level of operation is 2 or 3, the process shall go to A095.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01135,"If the current ETCS Level of operation is 0, 1 or NTC the process shall END.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01136,A095 The mode change shall be reported to the RBC.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01137,The process shall go to S100.,SUBSET-026-5 v360.pdf,,,Functional,Functional
REQ_01138,When an order to terminate the communication session is received from RBC the process shall go to A115.,SUBSET-026-5 v360.pdf,,,Functional,Functional
REQ_01139,A115 The ERTMS/ETCS on-board equipment shall terminate the communication session.,SUBSET-026-5 v360.pdf,,,Review,Review
REQ_01140,The process shall END.,SUBSET-026-5 v360.pdf,,,Functional,Functional
REQ_01141,A220 An indication shall be given to the driver that SH was refused by the RBC.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01146,It is therefore possible that the train shall enter into the shunting area in OS mode.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01147,"5.7.1.3 The order to switch to SH mode shall be given by means of a mode p rofile, optionally with a list of balises groups, which the train can pass when the ERTMS/ETCS on - board equipment is in shunting mode.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01149,"5.7.2.4 If the driver does not acknowledge within t he driver acknowledgement time (refer to Appendix A.3.1) after the change to SH mode, the service brake command shall be triggered.",SUBSET-026-5 v360.pdf,,,Performance,Performance
REQ_01150,The command shall be released as soon as the driver acknowledges (unless the command was triggered also for other reasons).,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01151,"5.7.3.2 A request for acknowledgement shall be displayed to the driver, when the following two conditions are fulfilled: a) the distance between the estimated front end of the train and the beginning of shunting area is shorter than a value, contained in the mode profile b) the speed is lower than the Shunting mode speed limit (National Value, or v alue given in the mode profile) 5.7.3.3 Once the request for acknowledgement is displayed, it shall not be taken back, even if the above conditions are no more fulfilled (e.g., the train accelerates).",SUBSET-026-5 v360.pdf,,,Performance,Performance
REQ_01152,"5.7.3.4 Until the ERTMS/ETCS on-board equipment has switched to SH mode , the beginning of the shunting area shall be considered as the EOA (instead of the EOA/LOA derived from the MA) and the SvL (with no release speed) shall be determined according to the mode profile either: a) as the SvL derived from the MA.",SUBSET-026-5 v360.pdf,,,Performance,Performance
REQ_01153,"In case the MA de fines an LOA, the SvL shall be derived as if no LOA had been given.",SUBSET-026-5 v360.pdf,,,Review,Review
REQ_01156,"5.7.3.7 If, in this case, the driver does not acknowledge within the driver acknowledgement time (refer to Appendix A .3.1) after the change to SH mode, the service brake command shall be triggered.",SUBSET-026-5 v360.pdf,,,Performance,Performance
REQ_01158,"In this case, the ERTMS/ETCS on -board equipment shall first require an acknowledgement fro m the driver.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01159,"5.7.4.2 When the driver acknowledges, the ERTMS/ETCS on -board equipment shall perfo rm transition to Shunting mode.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01160,"5.8.1.4 In ERTMS equipped ar eas (level 1, 2 or 3), locations where the train shall stop are supervised by the ERTMS/ETCS on -board equipment.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01161,"Receiving an order from the signalman to pass the End of Movement Authority, the driver must then be able to inhibit this supervision.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01163,"5.8.1.5 If a signal at danger must be passed between announcement and execution of the level transition from an unfitt ed area (level 0) or from an area fitted with a National System (level NTC) to an ERTMS equipped area (level 1, 2, 3), the signalman gives the order to the driver to select “override”.",SUBSET-026-5 v360.pdf,,,Safety,Safety
REQ_01165,5.8.2.3 The “Override” procedure shall be triggered when selected by the driver.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01167,"If the mode is SB or PT, the current position of the train front shall be considered as the former EOA/LOA.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01170,5.8.3.7 The status “override active” shall be indicated to the driver.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01171,"5.8.3.7.1 Exception 1: In case the Override function has been activated by a n STM (see SUBSET-035), the status “override active” shall not be indicated to the driver.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01172,"5.8.3.7.2 Exception 2: In case the Override function has been activated by selection of “Override” while being in level 0, 1, 2 or 3, the status “override active” shall stop t o be indicated to the driver on executing a transition to level NTC.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01173,"5.8.3.8 As long as the Override function is active, new SR distance information received from EUROLOOP shall be rejected.",SUBSET-026-5 v360.pdf,,,Performance,Performance
REQ_01174,"5.8.3.9 When “Override” is selected and Override is already active, the supervision of the time and distance (see 5.8.4.1 a) and b)) for train trip suppression shall be re-started.",SUBSET-026-5 v360.pdf,,,Performance,Performance
REQ_01175,"5.8.4 End of Override procedure 5.8.4.1 The Override procedure shall end when at least one of the following conditions is fulfilled: a) The ""max.",SUBSET-026-5 v360.pdf,,,Review,Review
REQ_01177,"When the train passes the balise group and receives thi s information, the ERTMS/ETCS on -board equipment shall immediately switch to On Sight mode.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01178,"In this case, the ERTMS/ETCS on-board equipment shall immediately switch to On Sight mode.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01179,5.9.2.3 The driver must acknowledge the On Sight mode.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01180,A request of acknowledgement shall be displayed to the driver.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01181,"5.9.2.4 If the driver has not acknowledged after the driver acknowledgement time (refer to Appendix A.3.1), the service brake command shall be triggered.",SUBSET-026-5 v360.pdf,,,Performance,Performance
REQ_01182,"5.9.2.7 If the ERTMS/ETCS on -board equipment is already in OS mode when receiving the OS mode profile, no further acknowledgement shall be requested from the driver.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01183,"5.9.3.2 A request for acknowledgement shall be displayed to the driver whe n the following conditions are fulfilled: a) The distance between the estimated front end of the train and the beginning of On Sight area is shorter than a value, contained in the mode profile.",SUBSET-026-5 v360.pdf,,,Performance,Performance
REQ_01186,"In case the MA defines an LOA, the SvL shall be derived as if no LOA had been given.",SUBSET-026-5 v360.pdf,,,Review,Review
REQ_01187,"5.9.3.6 When the driver acknowledges the On Sight mode, the ERTMS/ETCS on -board equipment shall immediately switch to the On Sight mode.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01189,"5.9.3.8 If, in this case, the driver does not acknowledge within the driver acknowledgement time (refer to Appendix A .3.1) after the change to OS mode, the service brake command shall be triggered.",SUBSET-026-5 v360.pdf,,,Performance,Performance
REQ_01191,5.9.4.2 Requirements about the acknowledgement in section 5.9.2 shall apply.,SUBSET-026-5 v360.pdf,,,Review,Review
REQ_01192,"In this case, the ERTMS/ETCS on -board equipment shall first require an acknowledgement from the driver.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01193,"5.9.5.2 When the driver acknowledges, the ERTMS/ETCS on -board equipment shall perform the transition to On Sight mode.” 5.9.6 Exit of On Sight mode 5.9.6.1 General rule 5.9.6.1.1 The ERTMS/ETCS on -board equipment shall exit the On Sight mode when the min safe front end of the train passes the end of the On Sight area.",SUBSET-026-5 v360.pdf,,,Safety,Safety
REQ_01194,"5.9.6.2.2 In this case, the train must receive a new Movement Authority to be able to exit the On Sight area.",SUBSET-026-5 v360.pdf,,,Functional,Functional
REQ_01196,5.10.1.2 A level transition announcement to the ERTMS/ETCS on-board equipment shall consist of an order to execute the level transition at a further location corresponding to the border.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01197,"5.10.1.3 When the ERTMS/ETCS on -board equipment receives a level transition announcement, and if this announcement will result in a change of the on -board level, it shall immediately inform the driver about the announced level transition.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01198,5.10.1.4 At the level transition border a balise group shall be placed with an immediate level transition order or a conditional level transition order.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01200,5.10.1.6 The on -board equipment shall manage only one level transition order at a time.,SUBSET-026-5 v360.pdf,,,Performance,Performance
REQ_01201,"Therefore a new level transition order shall replace a previously received order, i.e.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01202,"if a new order to switch to a different level or to the same level but at a different location is received, before the action from the first order has been performed, only the last order shall be executed.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01204,Therefore a set of Level Transition Information received shall replace any Level Transition Information already stored on-board.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01205,"5.10.1.7 As soon as the announcement of the level transition has been received, some data (mainly movement authority and track description data) from the transmission media of the new level shall be accepted, but shall not be used until the level transition is effective.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01206,"5.10.1.8 When the onboard has performed the level transition, further data (mainly movement authority and track description data) received from the transmission media of the level being left shall be rejected.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01207,"5.10.2 Table of priority of trackside supported levels 5.10.2.1 Any combination of ERTMS/ETCS levels 0, NTC, 1, 2, and 3 on a given area shall be possible.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01208,5.10.2.2 The level transition announcement and the immediate or conditional level transition order at the border shall contain all the sup ported ERTMS/ETCS levels with a table of priority.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01209,5.10.2.3 The table of priority shall list all the supported levels from the highest priority level to the lowest one.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01210,"5.10.2.4 When receiving the information about all ERTMS/ETCS levels that are supported by trackside, the ERTMS/ETCS on -board equipment shall select from the table the level with the highest priority, which is available for use by the onboard equipment.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01212,"5.10.2.5 When the onboard has selected the level it will switch to, it shall carry out the level transition as if it has received a level transition order to this level only i.e.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01213,it shall ignore the requirements related to transitions to the other levels.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01214,5.10.2.6 The ERTMS/ETCS on-board equipment shall inform the driver about the selected level transition only.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01215,5.10.2.8 The ERTM S/ETCS on -board equipment shall store the table of priority of trackside supported ERTMS/ETCS levels.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01216,5.10.3 Specific Additional Requirements 5.10.3.1 Transition from Level 1 to Level 2/3 area 5.10.3.1.1 An order t o connect to the RBC with a given id and telephone number shall be given via balise group in rear of the border location.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01218,"The information shall be transmitted to the train either: a) as an MA and track description information into the new area, or b) as a target speed at the border location i.e.",SUBSET-026-5 v360.pdf,,,Performance,Performance
REQ_01219,"5.10.3.1.3 When the ERTMS/ETCS communication session is open, Train Data shall be sen t to the RBC (which acknowledges the data) unless the onboard equipment is in SL or NL mode.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01220,"5.10.3.1.4 If no Level 2/3 MA and track description has been received when entering the new area, the train shall still be supervised according to the level 1 MA previously received.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01221,"5.10.3.1.5 When the ERTMS/ETCS on -board equipment has switched to the new level, it shall report the new on-board level, including a position report.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01222,"5.10.3.1.6 If an order to connect to an RBC has been received and the train will not enter the announced RBC area, an o rder to terminate the session shall be sent either from balises or from the RBC for any route not leading to the RBC area.",SUBSET-026-5 v360.pdf,,,Functional,Functional
REQ_01223,5.10.3.2 Transition from Level 0 (Unfitted) to Level 2/3 area 5.10.3.2.1 An order to connect to the RBC with a given id and telephone number shall be given via balise group in rear of the border location.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01224,"5.10.3.2.2 When the ERTMS/ETCS communication session is open, Train Data shall be sent to the RBC (which acknowledges the data) unless the onboard equipment is in SL or NL mode.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01225,5.10.3.2.3 A level 2/3 MA and track description information shall be received from the RBC before the level transition border.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01226,"5.10.3.2.5 When the ERTMS/ETCS on -board equipment has switched to the new level, it shall report the new on-board level, including a position report.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01227,"5.10.3.2.6 If an order to connect to an RBC has been received and the train will not enter the announced RBC area, an order to terminate the session shall be sent either from balises or from the RBC for any route not leading to the RBC area.",SUBSET-026-5 v360.pdf,,,Functional,Functional
REQ_01229,"The information shall be transmitted to the train either a) as an MA and track description information into the new area, or b) as a target speed at the border location i.e.",SUBSET-026-5 v360.pdf,,,Performance,Performance
REQ_01230,"5.10.3.3.2 If no Level 1 MA and track description has been received when entering the new area, the train shall still be supervised according to the level 2/3 MA previously received from the RBC.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01231,"when the whole train has left the level 2/3 area, the onboard equipment of the leading engine shall send a position report to the RBC.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01232,"5.10.3.3.5 In case the ERTMS/ETCS on -board equipment has reported that the train has passed with its min safe rear end the level transition border and no order to terminate the session is received within a fixed waiting time (see Appendix A.3.1) from the time the position report was sent, it shall repeatedly send a position report with the fixed waiting time after each repetition, until the order to ter minate the session is received, or the defined number of repetitions (see Appendix A.3.1) has been reached.",SUBSET-026-5 v360.pdf,,,Safety,Safety
REQ_01233,"If no reply is received within the fixed waiting time after the last repetition, the ERTMS/ETCS on - board equipment shall terminate the communication session.",SUBSET-026-5 v360.pdf,,,Performance,Performance
REQ_01234,5.10.3.4 Transition from Level 0 (Unfitted) to Level 1 area 5.10.3.4.1 A level 1 MA and track description information shall be received before or at the level transition border.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01235,"5.10.3.5 Transition from Level 1 to Level 0 (Unfitted) area 5.10.3.5.1 For the train to be able to enter the new area, the old area must possess information about at least the first section of the new area.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01242,5.10.3.7 Transition from Level NTC to Level 2/3 area 5.10.3.7.1 An order to connect to the RBC with a given id and telephone number shall be given via balise group in rear of the border location.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01243,"5.10.3.7.2 When the ERTMS/ETCS communication session is open, Train Data shall be sent to the RBC (which acknowledges the data) unless the onboard equipment is in SL or NL mode.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01244,5.10.3.7.3 A level 2/3 MA and track description information shall be received from the RBC before the level transition border.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01246,"5.10.3.7.6 If an order to connect to an RBC has been received and the train will not enter the announced RBC area, an order to disconnect shall be sent either from balises or from the RBC for any route not leading to the RBC area.",SUBSET-026-5 v360.pdf,,,Functional,Functional
REQ_01247,5.10.3.8 Transition from Level NTC to Level 1 area 5.10.3.8.1 A level 1 MA and track description information shall be received before or at the level transition border.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01248,"5.10.3.9 Transition from Level 1 to Level NTC area 5.10.3.9.1 For the train to be able to enter the new area, the old area must possess information about at least the first section of the new area.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01250,"5.10.3.10 Transition from Level 2/3 to Level NTC area 5.10.3.10.1 For the train to be able to enter the new area, the old area must possess i nformation about at least the first section of the new area.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01253,"5.10.3.10.6 In case the ERTMS/ETCS on -board equipment has reported that the train has passed with its min safe rear end the level transition border and no order to terminate the session is received wit hin a fixed waiting time (see Appendix A.3.1) from the time the position report was sent, it shall repeatedly send a position report with the fixed waiting time after each repetition, until the order to terminate the session is received, or the defined num ber of repetitions (see Appendix A.3.1) has been reached.",SUBSET-026-5 v360.pdf,,,Safety,Safety
REQ_01255,5.10.3.14 Conditional level transition order 5.10.3.14.1 When the ERTMS/ETCS on -board equipment accepts a conditional level transition order the onboard shall check whether the current level i s contained in the priority list of the conditional level transition order.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01256,"5.10.3.14.2 If the current level is contained in the priority list of the conditional level transition order, the onboard shall not change the level.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01257,"5.10.3.14.3 If the current level is not contained in t he priority list of the conditional level transition order, the onboard shall evaluate the conditional level transition order in the same way as an immediate level transition order (see section 5.10.2).",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01258,"5.10.3.14.4 In the same way as for a level transition order, the ERTMS/ETCS on-board equipment shall store the table of ERTMS/ETCS levels supported by trackside.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01259,"5.10.3.15.2 If the driver changes the level to 2 or 3, the ERTMS/ETCS on -board equipment shall establish a communication session with the RBC: a) immediately if at least one Mob ile Terminal is registered to a Radio Network and a valid RBC ID/ phone number is available, OR b) once the driver has selected the R adio data (by the same means as for Start of Mission), if either no Mobile Terminal is registered to a Radio Network or no valid RBC ID/phone number is available.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01260,"5.10.3.15.3 If the driver changes the level from 2 or 3 to any other, the ERTMS/ETCS on -board equipment shall report the new level to the RBC if a communication session is established.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01261,"When receiving the level change report, the RBC shall order the communication session to be terminated.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01263,"If no reply is received within the fixed waiting time after the last repetition, the ERTMS/ETCS on-board equipment shall terminate the communication session.",SUBSET-026-5 v360.pdf,,,Performance,Performance
REQ_01264,"5.10.4 Acknowledgement of the level transition 5.10.4.1 If defined so for the level transition (see table below), the driver shall be requested to acknowledge the transition a) when the max safe front end of the train has passed a trackside defined location in rear of the level transition border b) upon receipt of the order to switch to the new level immediately 5.10.4.1.1 Exception: An ERTMS/ETCS on -board equipment in NL mode shall not require an acknowledgement from the driver.",SUBSET-026-5 v360.pdf,,,Safety,Safety
REQ_01265,"5.10.4.1.2 Exception to 5.10.4.1.a): in SB mode, the driver shall be requested to acknowledge the level transition only when the level changes.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01266,"5.10.4.2 If the driver has not yet acknowledged within the driver acknowledgement time (refer to Appendix A.3.1) after the level transition, a service brake command shall be initiated.",SUBSET-026-5 v360.pdf,,,Performance,Performance
REQ_01267,5.10.4.3 The service brake command shall then be released when the driver acknowledges the level transition.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01268,"5.10.4.4 For the following transitions marked as “YES”, an acknowledgement shall be required: Acknowledgement when entering L 0 L 1 L 2 L 3 L NTC Coming from ...",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01270,A025 The mode shall change to TR.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01271,The process shall go to D020.,SUBSET-026-5 v360.pdf,,,Functional,Functional
REQ_01272,"D020 If the level is 1, the process shall go to A035.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01273,"If the level is 2/3, the process shall go to A030.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01274,"If the level is 0/NTC, the process shall go to S050.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01275,A030 The ERTMS/ETCS on-board equipment shall report the mode change to the RBC The process shall go to A035.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01276,"A035 All current MA and track description data (if any), except track conditions, shall be deleted and new ones shall not be accepted The process shall go to S050.",SUBSET-026-5 v360.pdf,,,Functional,Functional
REQ_01277,"When the train has come to standstill (E055), the process shall go to S060.",SUBSET-026-5 v360.pdf,,,Functional,Functional
REQ_01278,"S060 The ERTMS/ETCS on-board equipment shall display the ""Request for driver acknowledgement to Train Trip"" to the driver.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01279,"When the driver acknowledges the Train Trip (E065), the process shall go to D080.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01281,"If the level is 0 or NTC, the process shall go to D085 A105 The mode shall change to PT and the ERTMS/ETCS on-board equipment revokes the emergency brake command.",SUBSET-026-5 v360.pdf,,,Safety,Safety
REQ_01282,The process shall go to D110.,SUBSET-026-5 v360.pdf,,,Functional,Functional
REQ_01283,"D085 If no valid Train Data is stored on-board, the process shall go to A140 If valid Train Data is stored on-board, the process shall go to D090 A140 The mode shall change to SH and the process shall END.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01284,"D090 If the level is 0, the process shall go to A145.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01285,"If the level is NTC, the process shall go to A150.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01286,A145 The mode shall change to UN and the process shall END.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01287,A150 The mode shall change to SN and the process shall END.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01288,"D110 If the level is 1, the process shall go to S140.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01289,"If the level is 2 or 3, the process shall go to A115.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01290,A115 The mode change to PT shall be reported to the RBC which shall acknowledge the mode report (Recognition of exit from TR).,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01291,The process shall go to S120.,SUBSET-026-5 v360.pdf,,,Functional,Functional
REQ_01292,"When the acknowledgement is received from the RBC (E125), the process shall go to D130.",SUBSET-026-5 v360.pdf,,,Functional,Functional
REQ_01293,"D130 If there is at least one pending emergency stop, the process shall go to S130.",SUBSET-026-5 v360.pdf,,,Safety,Safety
REQ_01294,If there are no pending emergency stops the process shall go to S140.,SUBSET-026-5 v360.pdf,,,Safety,Safety
REQ_01295,When all emergency stops are revoked (E135) the process shall go to S140.,SUBSET-026-5 v360.pdf,,,Safety,Safety
REQ_01297,If the SH request is refused by the RBC ( E165) the process shall return to S140.,SUBSET-026-5 v360.pdf,,,Functional,Functional
REQ_01298,S150 The ERTMS/ETCS on-board equipment shall send an MA request to the RBC and wait.,SUBSET-026-5 v360.pdf,,,Functional,Functional
REQ_01300,S160 The ERTMS/ETCS on-board equipment shall request an acknowledgement from the driver for running in SR mode.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01302,S170 The ERTMS/ETCS on-board equipment shall request an acknowledgement from the driver for running in OS/LS/SH mode.,SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01306,"However, should such a fault occur in any step while ERTMS/ETCS on-board equipment is in level 2/3 and in PT mode, the driver shall have the possibility to select ""Override"" if the conditions defined in 5.8.2.1 are fulfilled and the process shall go to the procedure ""Override"".",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01307,"5.12.2.5 When the driver closes a desk and opens the other one of the same engine, the ERTMS/ETCS on -board equipment shall be able to calculate the new train position data (train front position, train orientation), by use of the previous data.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01308,"When t he driver closes the desk A, the ERTMS/ETCS on -board equipment shall immediately go to Passive Shunting mode.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01309,"5.12.4.2.2 When the driver opens the desk B, the ERTMS/ETCS on -board equipment shall immediately switch back to Shunting mode.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01310,"5.12.4.3 When the driver closes a desk and opens the other one of the same engine, the ERTMS/ETCS on -board equipment shall be able to calculate the new train position data (train front position, train orientation), by use of the previous data.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01311,"5.13.1.3 While th e train is at standstill inside the reversing permitted area, the driver shall be informed that reversing is possible 5.13.1.4 If the ERTMS/ETCS onboard detects the driver’s intention to reverse (e.g.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01312,"from a direction controller in reverse position) , the ERTMS/ETCS on-board equipment shall ask the driver to acknowledge transition to RV mode.",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01313,"5.13.1.5 If the driver acknowledges, the on-board equipment shall switch to RV mode 5.13.1.6 Once in RV mode, it shall be possible for the trackside to send a new permitted distance to run and a new maximum speed.",SUBSET-026-5 v360.pdf,,,Performance,Performance
REQ_01314,"5.13.1.7 Once in RV mode, it shall also be possible for the trackside to send, together with the new permitted distance to run and the maximum speed, a new reference location for the new permitted distance to run.",SUBSET-026-5 v360.pdf,,,Performance,Performance
REQ_01315,"5.14.2 Procedure “Splitting” 5.14.2.1 Step 1 - The electrical and mechanical links between the two trains must be removed (this is a national operational procedure, out of the scope of the SRS).",SUBSET-026-5 v360.pdf,,,Operational,Operational
REQ_01317,5.14.3 Procedure “Joining” 5.14.3.1 Step 1 - The “joining train” must approach the “train to be joined”.,SUBSET-026-5 v360.pdf,,,Review,Review
